id,completed,decision jumps,jump value,run value,jump moves,moves,falls,jumps,time,totalTime
421,1,22,10,0.55,26,36,697,1776,81.1648,4371.69
422,0,22,10,0.575,0,0,447,1296,59.0029,3008.9
423,0,22,10,0.6,0,0,451,1296,58.8693,3032.01
424,1,22,10,0.625,28,34,604,1560,77.023,3713.77
425,1,22,10,0.65,28,34,606,1560,76.8727,3710.03
426,1,22,10,0.675,29,35,608,1560,79.645,3727.9
427,1,22,10,0.7,29,35,583,1584,79.8955,3797.09
428,1,22,10,0.725,29,35,576,1512,79.7285,3611.15
429,0,22,10,0.75,0,0,533,1392,74.4511,3403
430,0,22,10,0.775,0,0,174,624,27.7892,1320.72
431,1,22,10,0.8,28,36,558,1488,82.0332,3560.82
432,0,22,10,0.825,0,0,192,600,29.6764,1296.76
433,0,22,10,0.85,0,0,160,576,25.401,1213.41
434,0,22,10,0.875,0,0,191,576,25.6348,1252.11
435,0,22,10,0.9,0,0,140,552,21.1423,1169.09
436,0,22,10,0.925,0,0,135,528,20.8417,1106.21
437,0,22,10,0.95,0,0,159,528,20.8417,1134.22
438,0,22,10,0.975,0,0,32,264,9.41874,535.499
439,0,22,10,1,0,0,32,264,9.41874,535.499
440,1,24,10,0.025,27,79,6148,15532,176.804,36762.8
441,1,24,10,0.05,27,64,4584,11830,143.318,28240.3
442,1,24,10,0.075,27,56,3215,8216,127.61,19514.4
443,1,24,10,0.1,26,50,2724,7072,112.996,16706.3
444,1,24,10,0.125,26,47,2061,5512,103.727,12929.9
445,1,24,10,0.15,26,46,1942,4992,102.625,11696.8
446,1,24,10,0.175,25,45,1638,4342,101.206,10255.1
447,1,24,10,0.2,26,41,1503,3900,91.2019,9142.7
448,1,24,10,0.225,26,41,1345,3536,91.8031,8324.35
449,1,24,10,0.25,26,40,1326,3302,90.6174,7914.38
450,1,24,10,0.275,27,39,1172,2990,89.6153,7110.71
451,1,24,10,0.3,28,36,1070,2912,81.5155,6826.83
452,1,24,10,0.325,28,39,1011,2704,88.5799,6400.03
453,1,24,10,0.35,26,38,1017,2652,86.9933,6294.07
454,1,24,10,0.375,25,37,948,2600,83.5864,6217.38
455,1,24,10,0.4,27,38,902,2496,84.5216,5874.18
456,1,24,10,0.425,26,37,895,2262,83.3192,5418.42
457,1,24,10,0.45,26,35,790,2132,79.1607,5082.3
458,1,24,10,0.475,27,37,817,2080,81.9497,4961.58
459,0,24,10,0.5,0,0,586,1638,63.3618,3756.4
460,1,24,10,0.525,26,35,759,2002,80.3631,4859.66
461,0,24,10,0.55,0,0,530,1534,61.0404,3532.53
462,0,24,10,0.575,0,0,501,1456,60.9068,3334.89
463,0,24,10,0.6,0,0,500,1456,60.9068,3338.92
464,0,24,10,0.625,0,0,477,1404,58.9862,3168.51
465,1,24,10,0.65,28,35,652,1742,79.3611,4106.76
466,1,24,10,0.675,29,35,641,1716,80.1126,4076.68
467,1,24,10,0.7,29,35,645,1716,80.2629,4080.71
468,0,24,10,0.725,0,0,198,676,28.2735,1435.46
469,0,24,10,0.75,0,0,166,650,26.4698,1363.67
470,1,24,10,0.775,28,34,621,1638,79.3277,3900.69
471,0,24,10,0.8,0,0,229,702,33.7179,1555.56
472,0,24,10,0.825,0,0,189,676,30.3611,1464.8
473,0,24,10,0.85,0,0,184,650,26.403,1415.75
474,0,24,10,0.875,0,0,185,650,26.403,1410.78
475,0,24,10,0.9,0,0,157,598,20.8417,1252.37
476,0,24,10,0.925,0,0,144,572,21.0922,1197.12
477,0,24,10,0.95,0,0,171,572,21.0922,1227.37
478,0,24,10,0.975,0,0,37,286,9.41874,577.642
479,0,24,10,1,0,0,37,286,9.41874,577.642
480,1,26,10,0.025,25,75,5974,15616,163.183,36734.8
481,1,26,10,0.05,25,65,4756,12050,141.548,28868.4
482,1,26,10,0.075,25,54,3184,8190,118.908,19319.4
483,1,26,10,0.1,26,50,2654,7020,108.704,16346.9
484,1,26,10,0.125,25,43,2106,5616,95.1266,13050.7
485,1,26,10,0.15,26,47,1939,5096,102.809,11998.4
486,1,26,10,0.175,26,42,1598,4342,92.1371,10109.4
487,1,26,10,0.2,26,44,1656,4082,99.5189,9791.07
488,0,26,10,0.225,0,0,1127,2964,70.5932,6693.75
489,1,26,10,0.25,28,42,1328,3484,95.2435,8259.36
490,1,26,10,0.275,24,36,1207,3146,82.8849,7504.24
491,1,26,10,0.3,26,38,1082,2860,85.1729,6740.98
492,1,26,10,0.325,27,38,982,2704,84.8723,6394.46
493,1,26,10,0.35,25,39,957,2600,89.2646,6207.36
494,1,26,10,0.375,27,37,999,2600,82.3839,6156.31
495,1,26,10,0.4,26,36,897,2418,80.5969,5773.01
496,1,26,10,0.425,26,32,930,2314,72.2299,5555.06
497,1,26,10,0.45,27,33,781,2132,73.5993,5029.64
498,1,26,10,0.475,27,35,764,2080,78.0083,4960.46
499,1,26,10,0.5,29,38,783,2106,85.3232,5026.44
500,1,26,10,0.525,26,35,724,1976,79.7953,4743.05
501,0,26,10,0.55,0,0,529,1534,59.1031,3489.58
502,0,26,10,0.575,0,0,632,1716,72.7309,4062.62
503,0,26,10,0.6,0,0,619,1690,71.1944,4024.73
504,0,26,10,0.625,0,0,626,1664,71.1944,4039.41
505,0,26,10,0.65,0,0,566,1560,71.4282,3733.49
506,0,26,10,0.675,0,0,557,1534,71.5117,3695.71
507,0,26,10,0.7,0,0,162,676,23.1965,1395.75
508,0,26,10,0.725,0,0,160,650,23.1965,1333.89
509,0,26,10,0.75,0,0,162,650,26.1692,1363.97
510,0,26,10,0.775,0,0,568,1534,72.1798,3699.67
511,0,26,10,0.8,0,0,568,1534,74.1504,3713.5
512,0,26,10,0.825,0,0,213,676,32.6658,1454.01
513,0,26,10,0.85,0,0,180,650,25.5012,1365.17
514,0,26,10,0.875,0,0,170,624,19.4221,1307.41
515,0,26,10,0.9,0,0,180,598,23.614,1266.25
516,0,26,10,0.925,0,0,138,546,20.8417,1133.87
517,0,26,10,0.95,0,0,136,546,20.8417,1133.87
518,0,26,10,0.975,0,0,36,286,9.21834,563.845
519,0,26,10,1,0,0,36,286,9.21834,563.845
520,1,28,10,0.025,25,74,5688,15546,165.587,35958.3
521,1,28,10,0.05,25,70,4869,12862,157.524,30472.9
522,1,28,10,0.075,25,52,3390,8848,118.023,20833.7
523,1,28,10,0.1,26,52,2912,7700,115.034,18118.3
524,1,28,10,0.125,25,43,2235,6076,100.27,14241.9
525,1,28,10,0.15,28,47,2022,5460,105.548,12672.9
526,1,28,10,0.175,26,45,1729,4648,101.79,10919.1
527,1,28,10,0.2,26,39,1611,4340,89.1978,10152.6
528,1,28,10,0.225,26,41,1438,3948,91.2019,9194.61
529,1,28,10,0.25,26,42,1375,3696,94.3416,8718.19
530,1,28,10,0.275,24,36,1204,3276,83.0185,7747.12
531,1,28,10,0.3,26,37,1178,3220,83.5864,7658.96
532,1,28,10,0.325,26,39,1054,2884,87.4609,6766.45
533,1,28,10,0.35,24,38,1085,2828,86.0748,6797.18
534,1,28,10,0.375,24,39,942,2604,88.5465,6158.13
535,1,28,10,0.4,25,39,966,2688,88.1457,6372.13
536,1,28,10,0.425,24,34,944,2576,80.6303,6195.37
537,1,28,10,0.45,25,36,881,2464,81.9831,5867.94
538,1,28,10,0.475,26,33,822,2268,74.1504,5377.99
539,0,28,10,0.5,0,0,595,1736,59.4538,3988.18
540,0,28,10,0.525,0,0,562,1708,62.1092,3896.65
541,0,28,10,0.55,0,0,556,1652,61.7585,3756.58
542,0,28,10,0.575,0,0,549,1624,59.3703,3712.81
543,0,28,10,0.6,0,0,517,1540,59.6375,3528.41
544,0,28,10,0.625,0,0,530,1596,59.6542,3656.26
545,0,28,10,0.65,0,0,510,1540,60.1719,3541.63
546,0,28,10,0.675,0,0,620,1792,74.6515,4336.71
547,1,28,10,0.7,28,35,690,1876,79.0438,4434.66
548,0,28,10,0.725,0,0,230,784,29.9436,1641.72
549,0,28,10,0.75,0,0,198,756,29.2588,1558.67
550,0,28,10,0.775,0,0,200,700,27.7558,1456.4
551,0,28,10,0.8,0,0,203,700,27.9562,1488.21
552,0,28,10,0.825,0,0,164,672,27.9729,1404.32
553,0,28,10,0.85,0,0,158,644,24.115,1351.09
554,0,28,10,0.875,0,0,184,672,19.4221,1400.48
555,0,28,10,0.9,0,0,137,588,19.4722,1219.71
556,0,28,10,0.925,0,0,149,588,20.8417,1214.63
557,0,28,10,0.95,0,0,148,588,20.8417,1216.64
558,0,28,10,0.975,0,0,37,308,9.21834,604.985
559,0,28,10,1,0,0,37,308,9.21834,604.985
560,1,30,10,0.025,25,78,6510,17536,170.912,40462.6
561,1,30,10,0.05,25,68,5106,13680,149.127,32456.6
562,1,30,10,0.075,25,53,3538,9240,118.474,21861.9
563,1,30,10,0.1,25,53,2987,8070,115.418,18895.1
564,1,30,10,0.125,26,46,2504,6510,104.345,15358
565,1,30,10,0.15,26,44,2191,5790,99.3519,13688.2
566,1,30,10,0.175,25,39,1786,4980,87.0434,11474.5
567,1,30,10,0.2,28,45,1862,4740,100.387,11147.4
568,1,30,10,0.225,26,41,1523,4170,93.2895,9866.79
569,1,30,10,0.25,25,43,1515,3840,93.0891,8952.86
570,1,30,10,0.275,26,38,1234,3420,86.3921,7999.56
571,1,30,10,0.3,25,37,1238,3390,84.3546,8022.7
572,1,30,10,0.325,26,38,1209,3180,86.7762,7588.87
573,1,30,10,0.35,25,37,1140,3090,84.5884,7424.08
574,1,30,10,0.375,27,36,1088,2880,81.0646,6839.26
575,1,30,10,0.4,26,35,985,2790,78.7766,6522.5
576,0,30,10,0.425,0,0,704,2100,59.0697,4804.01
577,0,30,10,0.45,0,0,722,2010,60.6562,4604.79
578,0,30,10,0.475,0,0,670,1950,57.0155,4440.97
579,0,30,10,0.5,0,0,596,1860,61.7418,4217
580,0,30,10,0.525,0,0,603,1890,64.2302,4285.59
581,0,30,10,0.55,0,0,590,1860,63.3451,4198.97
582,0,30,10,0.575,0,0,672,1890,73.95,4426.47
583,0,30,10,0.6,0,0,717,1920,74.2673,4618.75
584,0,30,10,0.625,0,0,678,1890,72.1297,4506.48
585,0,30,10,0.65,0,0,665,1860,71.8123,4475.28
586,0,30,10,0.675,0,0,650,1830,72.4303,4397.45
587,0,30,10,0.7,0,0,671,1830,72.1297,4436.78
588,0,30,10,0.725,0,0,632,1800,69.7748,4259.81
589,0,30,10,0.75,0,0,632,1770,71.6119,4223.72
590,0,30,10,0.775,0,0,211,780,27.4218,1602.33
591,0,30,10,0.8,0,0,181,750,25.9354,1530.04
592,0,30,10,0.825,0,0,202,750,29.4092,1549.17
593,0,30,10,0.85,0,0,199,750,29.4092,1558.5
594,0,30,10,0.875,0,0,196,720,25.2507,1494.03
595,0,30,10,0.9,0,0,193,720,25.2507,1494.03
596,0,30,10,0.925,0,0,158,660,20.8918,1374.74
597,0,30,10,0.95,0,0,154,630,20.5912,1291.49
598,0,30,10,0.975,0,0,153,630,20.8417,1290.96
599,0,30,10,1,0,0,188,630,20.8417,1322.06
600,1,32,10,0.025,27,81,7172,18704,178.373,43257.5
601,1,32,10,0.05,26,70,5948,14928,151.681,35564.5
602,1,32,10,0.075,27,56,3728,10016,124.37,23463.6
603,1,32,10,0.1,26,55,3475,8928,121.313,21140.3
604,1,32,10,0.125,27,45,2615,6944,101.89,16236.9
605,1,32,10,0.15,26,43,2422,6368,93.9408,14666.2
606,1,32,10,0.175,26,40,2141,5472,89.0475,12881.7
607,1,32,10,0.2,26,41,1838,4960,91.4691,11409.9
608,1,32,10,0.225,28,40,1655,4416,88.2793,10209.2
609,1,32,10,0.25,28,40,1587,4128,91.1852,9693.97
610,1,32,10,0.275,25,36,1416,3776,79.6617,8787.47
611,1,32,10,0.3,25,35,1383,3648,79.6784,8702.89
612,1,32,10,0.325,24,37,1247,3328,82.7346,7848.84
613,1,32,10,0.35,26,36,1130,3200,82.4006,7508.6
614,1,32,10,0.375,27,41,1114,3072,90.3502,7175.51
615,1,32,10,0.4,27,41,1092,3040,91.0015,7115.59
616,1,32,10,0.425,27,37,1056,2880,83.4027,6769.4
617,0,32,10,0.45,0,0,980,2624,74.4344,6167.2
618,1,32,10,0.475,25,34,983,2624,76.8059,6261.91
619,0,32,10,0.5,0,0,277,1088,27.1045,2247.47
620,0,32,10,0.525,0,0,240,992,27.1546,2047.23
621,0,32,10,0.55,0,0,239,992,27.2882,2052.17
622,0,32,10,0.575,0,0,422,1408,43.6716,3070.36
623,0,32,10,0.6,0,0,398,1344,43.371,2910.63
624,0,32,10,0.625,0,0,198,832,23.447,1693.26
625,0,32,10,0.65,0,0,200,832,23.447,1709.26
626,0,32,10,0.675,0,0,385,1312,43.5881,2824.01
627,0,32,10,0.7,0,0,367,1280,43.5881,2761.55
628,0,32,10,0.725,0,0,271,928,28.9415,1978.43
629,0,32,10,0.75,0,0,273,896,28.9415,1900.06
630,0,32,10,0.775,0,0,263,864,28.6409,1819.74
631,0,32,10,0.8,0,0,220,832,25.2006,1699.73
632,0,32,10,0.825,0,0,203,768,25.1839,1561.84
633,0,32,10,0.85,0,0,199,768,25.1839,1562.4
634,0,32,10,0.875,0,0,344,1152,37.7094,2475.47
635,0,32,10,0.9,0,0,204,800,20.6246,1616.85
636,0,32,10,0.925,0,0,207,768,19.205,1592.73
637,0,32,10,0.95,0,0,181,736,21.7101,1507.68
638,0,32,10,0.975,0,0,176,736,20.6246,1498.73
639,0,32,10,1,0,0,154,704,18.9712,1431.35
640,1,34,10,0.025,27,84,7950,20812,187.388,48010.1
641,1,34,10,0.05,26,65,6164,15810,145.388,37390.5
642,1,34,10,0.075,27,58,4084,10778,130.665,25581.2
643,1,34,10,0.1,26,52,3557,9418,116.387,22296
644,1,34,10,0.125,27,48,2791,7378,107.802,17115.4
645,1,34,10,0.15,26,41,2507,6766,90.584,15623.6
646,1,34,10,0.175,25,42,2137,5712,94.2414,13288.4
647,1,34,10,0.2,24,42,1994,5304,93.1225,12286
648,1,34,10,0.225,25,39,1740,4760,86.843,11059.5
649,1,34,10,0.25,25,39,1702,4420,85.6907,10407.3
650,1,34,10,0.275,27,38,1490,4012,85.3065,9330.66
651,1,34,10,0.3,25,35,1463,3910,79.9623,9184.15
652,1,34,10,0.325,24,37,1307,3638,83.0853,8527.46
653,1,34,10,0.35,27,37,1283,3502,84.5383,8263.78
654,1,34,10,0.375,26,39,1162,3196,85.4234,7448.34
655,1,34,10,0.4,25,36,1198,3196,79.8454,7553.33
656,1,34,10,0.425,25,35,1139,2958,80.0625,7088.77
657,1,34,10,0.45,27,35,1154,2856,80.0124,6752.98
658,1,34,10,0.475,26,33,1031,2890,74.902,6801.69
659,1,34,10,0.5,26,35,1057,2754,78.2421,6636.01
660,0,34,10,0.525,0,0,461,1530,44.8907,3255.88
661,0,34,10,0.55,0,0,458,1530,45.4753,3270.22
662,0,34,10,0.575,0,0,449,1530,43.204,3318.85
663,0,34,10,0.6,0,0,420,1462,42.9034,3149.46
664,0,34,10,0.625,0,0,394,1360,41.4003,2888.27
665,0,34,10,0.65,0,0,393,1360,41.4003,2905.12
666,0,34,10,0.675,0,0,415,1428,45.8594,3069.13
667,0,34,10,0.7,0,0,396,1394,45.5755,2985.06
668,0,34,10,0.725,0,0,384,1360,42.0015,2893.52
669,0,34,10,0.75,0,0,384,1326,41.6007,2800.15
670,0,34,10,0.775,0,0,347,1224,41.417,2587.88
671,0,34,10,0.8,0,0,350,1224,41.3836,2580.15
672,0,34,10,0.825,0,0,350,1190,39.5632,2486.05
673,0,34,10,0.85,0,0,253,850,28.2735,1767.29
674,0,34,10,0.875,0,0,340,1190,37.7428,2544.65
675,0,34,10,0.9,0,0,222,850,20.6246,1716.99
676,0,34,10,0.925,0,0,218,816,19.205,1687.32
677,0,34,10,0.95,0,0,184,782,21.66,1599.36
678,0,34,10,0.975,0,0,188,782,20.6246,1589.96
679,0,34,10,1,0,0,161,748,19.0213,1516.22
680,1,36,10,0.025,27,83,9128,23294,187.037,54030.6
681,1,36,10,0.05,26,65,6564,17100,141.215,39918.5
682,1,36,10,0.075,27,56,4489,12008,125.555,28598.6
683,1,36,10,0.1,26,54,4092,10602,120.879,25453.3
684,1,36,10,0.125,27,44,3185,8360,100.087,19767.3
685,1,36,10,0.15,26,44,2919,7638,96.4793,17895.1
686,1,36,10,0.175,26,39,2477,6422,88.0622,14984.2
687,1,36,10,0.2,26,41,2150,5852,93.1559,13651.3
688,1,36,10,0.225,28,38,1897,5168,85.1729,11930.2
689,1,36,10,0.25,28,40,1944,4978,90.6174,11768.2
690,1,36,10,0.275,25,35,1604,4418,78.1085,10317.1
691,1,36,10,0.3,26,35,1637,4370,80.0124,10392
692,1,36,10,0.325,26,37,1562,3990,83.7367,9526.96
693,1,36,10,0.35,25,36,1390,3838,81.6992,9059.42
694,1,36,10,0.375,26,41,1274,3496,93.4899,8276.81
695,1,36,10,0.4,26,40,1275,3458,90.3168,8254.73
696,1,36,10,0.425,27,38,1238,3382,87.0768,8013.79
697,1,36,10,0.45,26,33,1257,3344,77.7411,8038.49
698,1,36,10,0.475,25,34,1183,3154,78.2421,7577.67
699,0,36,10,0.5,0,0,331,1292,27.5053,2686.23
700,0,36,10,0.525,0,0,273,1140,27.4719,2334.06
701,0,36,10,0.55,0,0,286,1178,27.6222,2450.8
702,0,36,10,0.575,0,0,481,1634,44.6903,3589.87
703,0,36,10,0.6,0,0,449,1558,44.5734,3397.77
704,0,36,10,0.625,0,0,231,988,23.8144,2042.67
705,0,36,10,0.65,0,0,233,988,23.8144,2044.62
706,0,36,10,0.675,0,0,455,1558,44.1726,3335.98
707,0,36,10,0.7,0,0,437,1520,43.8887,3250.77
708,0,36,10,0.725,0,0,431,1520,42.7029,3259.08
709,0,36,10,0.75,0,0,430,1444,42.6862,3078.43
710,0,36,10,0.775,0,0,393,1368,42.6194,2934.62
711,0,36,10,0.8,0,0,395,1368,42.0182,2907.33
712,0,36,10,0.825,0,0,225,912,24.0482,1865.5
713,0,36,10,0.85,0,0,223,912,24.0482,1865.5
714,0,36,10,0.875,0,0,388,1330,38.5779,2881.17
715,0,36,10,0.9,0,0,241,950,21.159,1942.51
716,0,36,10,0.925,0,0,245,912,19.4221,1900.31
717,0,36,10,0.95,0,0,207,874,21.6266,1788
718,0,36,10,0.975,0,0,204,874,20.8751,1790.26
719,0,36,10,1,0,0,183,836,19.2718,1711.02
720,1,38,10,0.025,26,75,7826,21340,168.074,47978.9
721,1,38,10,0.05,26,71,6737,17652,160.345,41330.5
722,1,38,10,0.075,26,55,4453,11780,122.9,27790.8
723,1,38,10,0.1,26,52,4036,10450,117.522,24763.8
724,1,38,10,0.125,26,46,2984,8132,101.907,18879.3
725,1,38,10,0.15,26,44,2865,7448,98.0659,17362.3
726,1,38,10,0.175,24,43,2328,6270,95.9115,14436
727,1,38,10,0.2,25,41,2157,5928,91.8866,13728.5
728,1,38,10,0.225,23,39,1837,5168,87.3941,11840
729,1,38,10,0.25,27,41,1772,4940,92.872,11464.3
730,1,38,10,0.275,26,38,1683,4522,85.4234,10550.2
731,1,38,10,0.3,24,34,1564,4408,78.5761,10153.4
732,1,38,10,0.325,25,37,1427,3990,83.8035,9334.29
733,1,38,10,0.35,25,35,1328,3724,80.8307,8748.89
734,1,38,10,0.375,26,40,1339,3610,90.6174,8522.25
735,0,38,10,0.4,0,0,1247,3344,90.3168,8069.67
736,0,38,10,0.425,0,0,1134,3154,76.6723,7440.17
737,1,38,10,0.45,26,36,1146,3154,81.4821,7351.59
738,1,38,10,0.475,25,34,1125,3040,77.1566,7250.08
739,1,38,10,0.5,25,36,1053,2964,81.0646,6974
740,0,38,10,0.525,0,0,537,1824,48.0639,3868.99
741,0,38,10,0.55,0,0,510,1748,46.6109,3719.36
742,0,38,10,0.575,0,0,488,1672,44.2895,3592.46
743,0,38,10,0.6,0,0,291,1140,27.856,2359.83
744,0,38,10,0.625,0,0,460,1596,41.9848,3446.13
745,0,38,10,0.65,0,0,460,1596,41.9848,3448.82
746,0,38,10,0.675,0,0,256,1026,25.8352,2107.37
747,0,38,10,0.7,0,0,234,988,25.8352,2033.45
748,0,38,10,0.725,0,0,427,1520,42.1852,3262.44
749,0,38,10,0.75,0,0,413,1444,41.7009,3084.55
750,0,38,10,0.775,0,0,419,1444,42.1685,3075.31
751,0,38,10,0.8,0,0,412,1406,42.1685,2994.37
752,0,38,10,0.825,0,0,251,950,25.1839,1939.53
753,0,38,10,0.85,0,0,246,950,25.1839,1942.14
754,0,38,10,0.875,0,0,194,836,21.4763,1689.38
755,0,38,10,0.9,0,0,196,836,19.1549,1686.7
756,0,38,10,0.925,0,0,219,912,21.2759,1866.16
757,0,38,10,0.95,0,0,214,874,21.159,1768.87
758,0,38,10,0.975,0,0,196,836,20.658,1688.79
759,0,38,10,1,0,0,171,798,19.1048,1616.25
760,1,40,10,0.025,26,74,8261,22520,163.75,50766.1
761,1,40,10,0.05,26,68,7144,18674,151.731,43539.4
762,1,40,10,0.075,26,55,4681,12640,124.086,30047.8
763,1,40,10,0.1,26,49,3944,10800,107.519,25184.8
764,1,40,10,0.125,26,43,3243,8640,95.5608,20326.3
765,1,40,10,0.15,26,43,2895,7960,97.4814,18521.6
766,1,40,10,0.175,26,40,2474,6720,90.5339,15649.9
767,1,40,10,0.2,25,42,2337,6280,95.6276,14712.1
768,1,40,10,0.225,26,36,2040,5560,80.9476,13065
769,1,40,10,0.25,27,39,1891,5120,90.0162,11881.4
770,1,40,10,0.275,27,37,1717,4760,83.7868,11198.7
771,1,40,10,0.3,24,34,1567,4520,77.7578,10407.1
772,1,40,10,0.325,27,37,1529,4240,83.3025,9941.78
773,1,40,10,0.35,27,37,1444,4040,83.5029,9409.68
774,1,40,10,0.375,27,40,1324,3800,88.8638,8846.06
775,1,40,10,0.4,27,40,1288,3720,90.4671,8619.46
776,1,40,10,0.425,26,33,1304,3400,75.8539,8211.05
777,1,40,10,0.45,25,32,1155,3280,73.3655,7722.86
778,1,40,10,0.475,26,34,1191,3200,76.6389,7504.87
779,1,40,10,0.5,27,36,1128,3160,80.3297,7367.41
780,1,40,10,0.525,26,33,1098,3120,75.2694,7381.34
781,0,40,10,0.55,0,0,529,1840,46.7779,3937.82
782,0,40,10,0.575,0,0,509,1720,44.5066,3692.83
783,0,40,10,0.6,0,0,512,1720,44.3062,3661.32
784,0,40,10,0.625,0,0,504,1640,41.9347,3566.46
785,0,40,10,0.65,0,0,448,1600,42.085,3429.8
786,0,40,10,0.675,0,0,465,1600,44.5567,3453.22
787,0,40,10,0.7,0,0,432,1520,44.5567,3287.14
788,0,40,10,0.725,0,0,274,1120,25.735,2310.29
789,0,40,10,0.75,0,0,264,1040,24.8498,2122.66
790,0,40,10,0.775,0,0,324,1080,28.3403,2244.68
791,0,40,10,0.8,0,0,273,1040,25.0336,2109.91
792,0,40,10,0.825,0,0,408,1440,39.9306,3017.07
793,0,40,10,0.85,0,0,300,1040,28.2401,2164.94
794,0,40,10,0.875,0,0,270,960,26.3863,2005.51
795,0,40,10,0.9,0,0,200,880,19.205,1779.14
796,0,40,10,0.925,0,0,218,960,21.2091,1957.88
797,0,40,10,0.95,0,0,213,920,21.0588,1854.19
798,0,40,10,0.975,0,0,206,880,20.6914,1777.71
799,0,40,10,1,0,0,178,840,19.1549,1707.17
800,1,42,10,0.025,27,83,9824,25858,182.547,58686.9
801,1,42,10,0.05,25,70,7464,19888,153.718,45924.3
802,1,42,10,0.075,27,54,5042,13596,120.746,32153.1
803,1,42,10,0.1,25,53,4649,12144,119.576,29314.7
804,1,42,10,0.125,26,51,3577,9504,115.568,22465.9
805,1,42,10,0.15,25,45,3294,8668,100.354,20627.4
806,1,42,10,0.175,24,43,2602,7172,95.1433,16631.2
807,1,42,10,0.2,26,44,2676,6952,99.8028,16514
808,1,42,10,0.225,26,41,2151,5896,91.0516,13685.9
809,1,42,10,0.25,28,42,2083,5720,95.4439,13322.9
810,1,42,10,0.275,25,37,1945,5192,83.5864,12280
811,1,42,10,0.3,24,37,1853,5060,85.6072,11950.5
812,1,42,10,0.325,25,37,1851,4752,84.0039,11352
813,1,42,10,0.35,27,39,1643,4444,87.5945,10402.6
814,1,42,10,0.375,27,41,1618,4312,92.3543,10197.9
815,1,42,10,0.4,27,40,1584,4180,90.0997,9989.46
816,1,42,10,0.425,27,36,1523,4004,80.5301,9448.05
817,1,42,10,0.45,27,35,1401,3784,78.6763,8908.33
818,1,42,10,0.475,27,36,1396,3740,80.8808,8801.6
819,1,42,10,0.5,26,36,1220,3432,80.5802,7993.83
820,1,42,10,0.525,26,36,1283,3476,81.4821,8213.06
821,1,42,10,0.55,25,35,1202,3432,79.5782,8159.53
822,0,42,10,0.575,0,0,1130,3124,71.1944,7511.29
823,0,42,10,0.6,0,0,1031,2948,70.3427,6935.9
