id,completed,decision jumps,jump value,run value,jump moves,moves,falls,jumps,time,totalTime
824,0,42,10,0.625,0,0,1072,2992,76.9729,7102.75
825,0,42,10,0.65,0,0,367,1276,30.7285,2725.89
826,0,42,10,0.675,0,0,311,1276,27.8059,2653.21
827,0,42,10,0.7,0,0,277,1188,27.856,2464.68
828,0,42,10,0.725,0,0,258,1144,23.5305,2332.4
829,0,42,10,0.75,0,0,257,1100,23.5305,2254.72
830,0,42,10,0.775,0,0,288,1144,28.4405,2375.57
831,0,42,10,0.8,0,0,278,1100,26.8205,2300.66
832,0,42,10,0.825,0,0,273,1100,28.19,2294.48
833,0,42,10,0.85,0,0,269,1100,28.19,2295.98
834,0,42,10,0.875,0,0,254,1056,20.825,2167.58
835,0,42,10,0.9,0,0,231,1012,19.8563,2114.62
836,0,42,10,0.925,0,0,230,1056,20.0734,2180.51
837,0,42,10,0.95,0,0,219,1012,19.5557,2045.98
838,0,42,10,0.975,0,0,193,924,19.7728,1880.23
839,0,42,10,1,0,0,246,924,19.7728,1940.47
840,1,44,10,0.025,27,87,9997,26798,193.564,60595.1
841,1,44,10,0.05,26,68,7496,20248,146.289,46379.9
842,1,44,10,0.075,27,57,5403,14444,126.741,34238.8
843,1,44,10,0.1,26,56,4802,12742,123.702,30679.3
844,1,44,10,0.125,27,48,3759,10074,106.951,23984.7
845,1,44,10,0.15,26,45,3415,9108,101.824,21579
846,1,44,10,0.175,26,41,2897,7682,93.3062,18125.7
847,1,44,10,0.2,25,43,2689,7130,97.7486,16865.9
848,1,44,10,0.225,26,37,2429,6394,83.3192,14941.8
849,1,44,10,0.25,27,41,2133,5888,93.0724,13669.6
850,1,44,10,0.275,26,36,2086,5474,81.3986,12877.2
851,1,44,10,0.3,25,36,2024,5428,82.3839,12831.1
852,1,44,10,0.325,25,37,1793,4784,85.39,11456.4
853,1,44,10,0.35,27,39,1644,4600,88.1624,10816.7
854,1,44,10,0.375,27,40,1635,4416,89.6487,10453.1
855,1,44,10,0.4,28,40,1515,4232,90.6007,9981.02
856,1,44,10,0.425,27,36,1485,4094,81.6658,9647.32
857,1,44,10,0.45,27,35,1394,3910,80.0792,9270.48
858,0,44,10,0.475,0,0,1332,3634,66.4347,8674.08
859,1,44,10,0.5,27,38,1350,3634,84.3045,8568
860,0,44,10,0.525,0,0,766,2254,48.6818,4944.44
861,0,44,10,0.55,0,0,1232,3358,77.1566,8046.83
862,0,44,10,0.575,0,0,1178,3220,72.5639,7751.57
863,0,44,10,0.6,0,0,1181,3174,70.0588,7717.24
864,0,44,10,0.625,0,0,1098,3082,75.4364,7467.17
865,0,44,10,0.65,0,0,383,1334,30.5114,2836.57
866,0,44,10,0.675,0,0,1086,3036,71.7789,7311.29
867,0,44,10,0.7,0,0,1055,2944,72.4303,7094.96
868,0,44,10,0.725,0,0,941,2760,72.6307,6538.33
869,0,44,10,0.75,0,0,930,2668,72.5305,6343.46
870,0,44,10,0.775,0,0,303,1196,28.524,2483.54
871,0,44,10,0.8,0,0,288,1150,26.5533,2391.67
872,0,44,10,0.825,0,0,951,2622,76.405,6268.6
873,0,44,10,0.85,0,0,372,1242,32.8996,2647.3
874,0,44,10,0.875,0,0,267,1104,20.9085,2266.29
875,0,44,10,0.9,0,0,245,1058,19.7895,2208.62
876,0,44,10,0.925,0,0,242,1104,19.9899,2275.09
877,0,44,10,0.95,0,0,229,1058,19.6392,2136.99
878,0,44,10,0.975,0,0,230,1012,20.7582,2038.33
879,0,44,10,1,0,0,283,1012,20.7582,2100.86
880,1,46,10,0.025,27,85,10413,27370,185.001,61970.3
881,1,46,10,0.05,26,74,7863,21076,161.781,48425.1
882,1,46,10,0.075,27,61,5631,14490,135.439,34611
883,1,46,10,0.1,26,52,4865,12512,115.952,29736.5
884,1,46,10,0.125,27,47,3673,9844,104.479,23184.2
885,1,46,10,0.15,26,45,3477,9200,100.471,21618
886,1,46,10,0.175,25,44,2870,7728,98.5001,18173.3
887,1,46,10,0.2,24,44,2702,7222,98.3999,16812.6
888,1,46,10,0.225,24,38,2297,6348,85.507,14702.6
889,1,46,10,0.25,26,39,2212,5980,87.7783,13961.7
890,1,46,10,0.275,26,38,2203,5618,87.0935,13491.5
891,1,46,10,0.3,26,36,1974,5290,81.933,12585.7
892,1,46,10,0.325,25,38,1823,4922,86.4422,11612.7
893,0,46,10,0.35,0,0,1668,4370,77.7411,10514.2
894,1,46,10,0.375,27,40,1582,4370,89.1811,10244.2
895,1,46,10,0.4,27,40,1559,4324,88.2793,10117.4
896,1,46,10,0.425,27,37,1445,4002,84.388,9360.56
897,1,46,10,0.45,27,37,1425,3956,85.7074,9200.68
898,1,46,10,0.475,25,36,1350,3772,80.8307,8792.32
899,0,46,10,0.5,0,0,1291,3634,74.6181,8575.35
900,0,46,10,0.525,0,0,1176,3220,78.8935,7711.76
901,0,46,10,0.55,0,0,1103,3266,74.7183,7594.37
902,0,46,10,0.575,0,0,1165,3220,74.2506,7825.15
903,0,46,10,0.6,0,0,1087,3128,71.6453,7480.07
904,0,46,10,0.625,0,0,1071,3082,73.7329,7342.19
905,0,46,10,0.65,0,0,1053,3036,74.117,7223.14
906,0,46,10,0.675,0,0,314,1288,27.6556,2632.92
907,0,46,10,0.7,0,0,289,1242,27.6556,2543.97
908,0,46,10,0.725,0,0,293,1242,26.1191,2544.22
909,0,46,10,0.75,0,0,293,1196,26.069,2435.76
910,0,46,10,0.775,0,0,279,1150,23.8979,2328.75
911,0,46,10,0.8,0,0,276,1150,23.8979,2326.41
912,0,46,10,0.825,0,0,284,1150,23.1798,2316.95
913,0,46,10,0.85,0,0,273,1150,23.8979,2327.29
914,0,46,10,0.875,0,0,273,1104,22.2111,2280.42
915,0,46,10,0.9,0,0,255,1104,19.2384,2199.72
916,0,46,10,0.925,0,0,297,1104,19.3052,2273.27
917,0,46,10,0.95,0,0,222,1012,19.9732,2033.03
918,0,46,10,0.975,0,0,214,1012,19.2384,2034.27
919,0,46,10,1,0,0,220,1012,19.0714,2045.22
920,1,48,10,0.025,27,89,11108,29314,194.482,66246.6
921,1,48,10,0.05,26,67,8537,22368,150.329,51475.2
922,1,48,10,0.075,27,59,5599,15264,129.112,35867
923,1,48,10,0.1,26,55,5045,13296,123.401,31942.5
924,1,48,10,0.125,27,47,3752,10320,102.943,24208.7
925,1,48,10,0.15,26,46,3413,9504,104.028,22253
926,1,48,10,0.175,26,42,2936,7968,93.8907,18485.2
927,1,48,10,0.2,26,41,2798,7536,91.6528,17540.8
928,1,48,10,0.225,25,39,2350,6528,88.2459,15044.9
929,1,48,10,0.25,28,42,2240,6144,94.9763,14222.8
930,1,48,10,0.275,27,40,2078,5664,89.3815,13029.6
931,1,48,10,0.3,25,36,2019,5520,82.4006,12996.4
932,1,48,10,0.325,24,36,1737,4848,82.6511,11413.1
933,1,48,10,0.35,25,38,1665,4800,86.3587,11169.6
934,1,48,10,0.375,28,41,1672,4560,91.5693,10556.3
935,1,48,10,0.4,26,42,1625,4512,95.2602,10739.4
936,1,48,10,0.425,27,38,1496,4272,85.9913,9894.95
937,1,48,10,0.45,25,33,1531,4128,77.7745,9873.23
938,1,48,10,0.475,27,35,1424,4032,79.0605,9413.25
939,1,48,10,0.5,27,37,1526,3984,81.5656,9433.72
940,0,48,10,0.525,0,0,331,1440,27.2047,2920.05
941,0,48,10,0.55,0,0,346,1488,27.3884,3045.44
942,1,48,10,0.575,26,34,1270,3552,78.025,8564.23
943,1,48,10,0.6,26,34,1295,3504,77.7578,8463.09
944,0,48,10,0.625,0,0,313,1296,28.2067,2654.84
945,0,48,10,0.65,0,0,322,1296,28.2067,2703.65
946,0,48,10,0.675,0,0,318,1344,27.5053,2736.09
947,0,48,10,0.7,0,0,293,1296,27.6222,2649.04
948,0,48,10,0.725,0,0,296,1296,26.0189,2643.6
949,0,48,10,0.75,0,0,298,1248,26.0189,2532.97
950,0,48,10,0.775,0,0,284,1200,23.9647,2427.21
951,0,48,10,0.8,0,0,282,1200,23.9647,2424.77
952,0,48,10,0.825,0,0,289,1200,23.2466,2414.91
953,0,48,10,0.85,0,0,279,1200,23.8979,2420.71
954,0,48,10,0.875,0,0,273,1152,22.161,2379.27
955,0,48,10,0.9,0,0,258,1152,19.2384,2289.39
956,0,48,10,0.925,0,0,303,1152,19.2551,2363.56
957,0,48,10,0.95,0,0,226,1056,19.9231,2113.21
958,0,48,10,0.975,0,0,214,1056,19.2384,2119.44
959,0,48,10,1,0,0,223,1056,19.0714,2130.78
960,1,50,10,0.025,26,83,11174,29600,181.345,66826.9
961,1,50,10,0.05,26,73,8789,23380,160.996,53743
962,1,50,10,0.075,26,55,5896,15550,123.05,36754.5
963,1,50,10,0.1,26,52,5021,13600,116.721,32440.5
964,1,50,10,0.125,25,46,3972,10800,102.174,25619.4
965,1,50,10,0.15,25,45,3474,9850,100.371,23065.5
966,1,50,10,0.175,26,41,3141,8450,91.8866,19875.3
967,1,50,10,0.2,28,44,2856,7900,99.2851,18376.2
968,1,50,10,0.225,28,41,2623,6900,92.3209,16133.7
969,1,50,10,0.25,26,40,2498,6600,88.7636,15354.3
970,1,50,10,0.275,26,36,2173,5850,81.2316,13707.6
971,1,50,10,0.3,24,36,2108,5850,82.3505,13677
972,1,50,10,0.325,28,38,1891,5300,85.6573,12363.2
973,1,50,10,0.35,24,36,1801,4950,81.3652,11649.5
974,1,50,10,0.375,27,41,1615,4650,92.7718,10793.2
975,1,50,10,0.4,27,40,1698,4700,91.252,11062.3
976,1,50,10,0.425,27,35,1614,4500,78.977,10638.5
977,1,50,10,0.45,26,35,1488,4150,79.311,9950.46
978,1,50,10,0.475,25,36,1513,4150,81.4821,9790.55
979,1,50,10,0.5,25,37,1530,4200,83.9538,10043.9
980,0,50,10,0.525,0,0,1299,3700,72.4303,8814.63
981,0,50,10,0.55,0,0,1340,3650,79.7953,8775.95
982,0,50,10,0.575,0,0,1297,3600,72.5806,8605.2
983,0,50,10,0.6,0,0,1326,3600,72.2466,8688.44
984,0,50,10,0.625,0,0,1154,3350,74.3843,7983.09
985,0,50,10,0.65,0,0,1157,3350,74.8185,8067.33
986,0,50,10,0.675,0,0,1106,3300,72.5305,7879.07
987,0,50,10,0.7,0,0,1130,3200,73.0148,7688.18
988,0,50,10,0.725,0,0,301,1350,25.7851,2748.02
989,0,50,10,0.75,0,0,289,1250,23.4136,2528.55
990,0,50,10,0.775,0,0,300,1250,23.6975,2519.55
991,0,50,10,0.8,0,0,301,1250,23.6975,2519.55
992,0,50,10,0.825,0,0,307,1250,23.3134,2521.41
993,0,50,10,0.85,0,0,296,1250,23.9647,2531.7
994,0,50,10,0.875,0,0,248,1100,19.539,2242.55
995,0,50,10,0.9,0,0,246,1100,19.6058,2240.88
996,0,50,10,0.925,0,0,244,1150,19.7895,2338.35
997,0,50,10,0.95,0,0,233,1100,19.4722,2186.76
998,0,50,10,0.975,0,0,215,1050,19.2551,2099.37
999,0,50,10,1,0,0,222,1050,19.1549,2118.06
1000,1,52,10,0.025,27,84,11424,30284,184.116,67869
1001,1,52,10,0.05,26,74,9410,24362,164.234,56258.6
1002,1,52,10,0.075,27,59,6060,16172,130.681,37821.7
1003,1,52,10,0.1,26,55,5196,13988,120.695,33075.7
1004,1,52,10,0.125,27,49,4112,11284,108.971,26737.1
1005,1,52,10,0.15,26,47,3813,10400,106.55,24575
1006,1,52,10,0.175,26,44,3237,8840,100.521,20907
1007,1,52,10,0.2,26,42,2972,8112,93.7237,18785.3
1008,1,52,10,0.225,24,40,2526,7176,88.7469,16299.8
1009,1,52,10,0.25,28,41,2541,6708,93.039,15627.1
1010,1,52,10,0.275,28,39,2326,6136,88.8471,14428.4
1011,1,52,10,0.3,25,36,2200,6084,82.1501,14382.2
1012,1,52,10,0.325,23,37,1980,5460,84.6886,12848.4
1013,1,52,10,0.35,25,37,1884,5252,84.3379,12379.3
1014,1,52,10,0.375,28,41,1830,4992,92.5046,11720.6
1015,1,52,10,0.4,26,40,1695,4836,91.1351,11527.4
1016,1,52,10,0.425,27,38,1659,4732,85.5237,11023.7
1017,1,52,10,0.45,27,36,1593,4524,80.6971,10486.2
1018,1,52,10,0.475,27,36,1589,4368,81.5489,10305.3
1019,1,52,10,0.5,26,38,1560,4160,84.1041,9759.06
1020,0,52,10,0.525,0,0,848,2548,48.4146,5525.1
1021,0,52,10,0.55,0,0,1358,3796,76.8226,9010.4
1022,0,52,10,0.575,0,0,1279,3588,72.2633,8563.88
1023,0,52,10,0.6,0,0,1251,3536,70.326,8480.94
1024,0,52,10,0.625,0,0,1160,3328,72.7309,7982.59
1025,0,52,10,0.65,0,0,1161,3328,72.7476,8040.82
1026,0,52,10,0.675,0,0,1223,3484,71.6286,8371.87
1027,0,52,10,0.7,0,0,1160,3328,72.1297,7972.85
1028,0,52,10,0.725,0,0,1079,3224,74.8519,7604.16
1029,0,52,10,0.75,0,0,1075,3120,74.6515,7367.57
1030,0,52,10,0.775,0,0,1103,3120,73.7663,7485.08
1031,0,52,10,0.8,0,0,1091,3120,73.9667,7448.41
1032,0,52,10,0.825,0,0,318,1300,23.2967,2615.36
1033,0,52,10,0.85,0,0,305,1300,23.8812,2620.67
1034,0,52,10,0.875,0,0,296,1248,20.9252,2534.34
1035,0,52,10,0.9,0,0,269,1196,19.7394,2467.47
1036,0,52,10,0.925,0,0,268,1248,19.9064,2539.71
1037,0,52,10,0.95,0,0,256,1196,19.4722,2381.28
1038,0,52,10,0.975,0,0,235,1144,19.2551,2294
1039,0,52,10,1,0,0,245,1144,19.1549,2311.65
1040,1,54,10,0.025,27,81,11029,30322,177.172,66949.4
1041,1,54,10,0.05,25,70,9062,24408,152.8,55433.8
1042,1,54,10,0.075,27,56,6164,16578,125.205,38640.5
1043,1,54,10,0.1,25,54,5496,14526,118.992,34350.5
1044,1,54,10,0.125,26,48,4193,11610,106.8,27340.7
1045,1,54,10,0.15,26,46,3987,10638,104.479,25065.3
1046,1,54,10,0.175,25,41,3183,8856,92.8219,20698.6
1047,1,54,10,0.2,24,43,3105,8424,98.0325,19782.7
1048,1,54,10,0.225,25,38,2706,7506,86.6426,17432.7
1049,1,54,10,0.25,28,41,2560,6912,93.5233,16092.3
1050,1,54,10,0.275,27,40,2318,6372,90.6007,14745.5
1051,1,54,10,0.3,25,36,2157,6156,82.601,14295.5
1052,1,54,10,0.325,24,36,2121,5778,82.0165,13533.9
1053,1,54,10,0.35,25,37,1933,5454,84.2711,12753.3
1054,1,54,10,0.375,27,41,1826,5076,93.9575,12035
1055,1,54,10,0.4,27,41,1872,5130,92.4545,12185.7
1056,1,54,10,0.425,26,36,1918,5022,82.2002,12008.6
1057,1,54,10,0.45,27,36,1681,4698,81.3819,10968.5
1058,1,54,10,0.475,26,35,1665,4590,78.9937,10721.4
1059,1,54,10,0.5,26,36,1573,4536,80.3965,10618.7
1060,1,54,10,0.525,27,37,1506,4212,83.6031,9976.08
1061,1,54,10,0.55,27,37,1420,4158,82.9684,9722.14
1062,0,54,10,0.575,0,0,1335,3834,71.7121,9223.26
1063,0,54,10,0.6,0,0,1368,3780,71.7288,9095.45
1064,1,54,10,0.625,27,35,1301,3780,80.5802,8849.4
1065,0,54,10,0.65,0,0,1290,3672,79.8287,8852.57
1066,0,54,10,0.675,0,0,368,1566,27.6055,3204.63
1067,0,54,10,0.7,0,0,327,1458,27.6556,2978.85
1068,0,54,10,0.725,0,0,328,1458,25.902,2983.81
1069,0,54,10,0.75,0,0,326,1404,25.902,2854.04
1070,0,54,10,0.775,0,0,315,1350,23.8979,2752.01
1071,0,54,10,0.8,0,0,317,1350,23.8979,2752.01
1072,0,54,10,0.825,0,0,324,1350,23.3134,2716.38
1073,0,54,10,0.85,0,0,314,1350,23.9647,2727.47
1074,0,54,10,0.875,0,0,300,1296,20.9252,2628.64
1075,0,54,10,0.9,0,0,275,1242,19.7895,2556.46
1076,0,54,10,0.925,0,0,273,1296,19.9732,2634.15
1077,0,54,10,0.95,0,0,261,1242,19.4221,2469.75
1078,0,54,10,0.975,0,0,241,1188,19.2551,2378.31
1079,0,54,10,1,0,0,251,1188,19.1549,2397.55
1080,1,56,10,0.025,27,84,12167,32558,185.067,72771.5
1081,1,56,10,0.05,26,74,10084,26180,164.067,60225.3
1082,1,56,10,0.075,27,62,6613,17808,138.043,41692.8
1083,1,56,10,0.1,26,55,5607,15064,121.313,35510
1084,1,56,10,0.125,27,49,4320,12096,108.571,28427.2
1085,1,56,10,0.15,26,46,3979,11032,104.178,25911.8
1086,1,56,10,0.175,26,43,3363,9352,97.8154,22029.9
1087,1,56,10,0.2,26,42,3202,8792,93.54,20383.3
1088,1,56,10,0.225,24,40,2684,7672,89.3648,17551.7
1089,1,56,10,0.25,28,41,2706,7168,93.707,16789.5
1090,1,56,10,0.275,28,39,2483,6608,88.6968,15515.7
1091,1,56,10,0.3,25,36,2389,6608,82.2837,15543.6
1092,1,56,10,0.325,23,37,2118,5880,84.6886,13814
1093,1,56,10,0.35,25,37,2048,5712,84.4214,13431.2
1094,1,56,10,0.375,28,41,1995,5432,92.3543,12716.2
1095,1,56,10,0.4,26,40,1848,5264,90.9848,12501.9
1096,1,56,10,0.425,27,38,1889,5208,85.4234,12186.3
1097,1,56,10,0.45,26,36,1711,4816,81.3986,11224.7
1098,1,56,10,0.475,27,36,1669,4760,81.3819,11073.2
1099,1,56,10,0.5,26,38,1751,4592,84.8222,10908
1100,0,56,10,0.525,0,0,1506,4088,71.1777,9755.64
1101,0,56,10,0.55,0,0,817,2688,48.1307,5761.95
1102,0,56,10,0.575,0,0,1409,3976,72.0629,9512.46
1103,0,56,10,0.6,0,0,1347,3808,70.1757,9121.68
1104,0,56,10,0.625,0,0,1264,3640,72.5305,8703.87
1105,0,56,10,0.65,0,0,1263,3640,72.5472,8766.47
1106,0,56,10,0.675,0,0,1243,3696,71.7455,8804.09
1107,0,56,10,0.7,0,0,1239,3584,72.1464,8565.03
1108,0,56,10,0.725,0,0,1149,3472,74.8519,8170.44
1109,0,56,10,0.75,0,0,1142,3360,74.6515,7915.99
1110,0,56,10,0.775,0,0,1177,3360,73.7663,8043.22
1111,0,56,10,0.8,0,0,1164,3360,73.9667,8003.76
1112,0,56,10,0.825,0,0,341,1400,23.3134,2811.03
1113,0,56,10,0.85,0,0,327,1400,23.8979,2816.74
1114,0,56,10,0.875,0,0,314,1344,20.9252,2722.94
1115,0,56,10,0.9,0,0,286,1288,19.7394,2651.02
1116,0,56,10,0.925,0,0,284,1344,19.9064,2728.7
1117,0,56,10,0.95,0,0,273,1288,19.4722,2558.32
1118,0,56,10,0.975,0,0,251,1232,19.2551,2463.5
1119,0,56,10,1,0,0,261,1232,19.1549,2483.44
1120,1,58,10,0.025,27,82,12857,34162,182.013,76432.5
1121,1,58,10,0.05,26,68,9342,25510,150.379,57507.3
1122,1,58,10,0.075,27,57,6769,17980,126.925,41805.8
1123,1,58,10,0.1,25,54,5944,15602,119.743,36720.8
1124,1,58,10,0.125,26,47,4752,12470,105.064,29712.8
1125,1,58,10,0.15,26,44,4228,11542,98.8675,27226.5
1126,1,58,10,0.175,26,41,3494,9570,92.8386,22462
1127,1,58,10,0.2,25,43,3448,9164,98.0325,21622.5
1128,1,58,10,0.225,26,38,2928,8120,86.6426,18865.1
1129,1,58,10,0.25,28,42,2831,7424,95.4272,17451.2
1130,1,58,10,0.275,28,39,2581,6844,89.2646,16107.3
1131,1,58,10,0.3,25,36,2485,6844,82.5342,16126.1
1132,1,58,10,0.325,24,36,2306,6264,82.4173,14706.2
1133,1,58,10,0.35,25,37,2124,5916,84.9892,13940.6
1134,1,58,10,0.375,28,41,2004,5568,92.8386,13036.8
1135,1,58,10,0.4,27,41,2022,5568,91.5025,13132.5
1136,1,58,10,0.425,27,38,1972,5394,85.9913,12656.1
1137,1,58,10,0.45,26,36,1786,4988,81.5823,11634
1138,1,58,10,0.475,25,36,1767,4872,81.6825,11403.1
1139,1,58,10,0.5,25,37,1667,4814,83.0853,11262.7
1140,1,58,10,0.525,27,37,1602,4524,83.1521,10642.1
1141,0,58,10,0.55,0,0,1464,4176,75.3362,9883.67
1142,0,58,10,0.575,0,0,1482,4176,71.829,10010.3
1143,0,58,10,0.6,0,0,1408,4002,71.7288,9531.95
1144,0,58,10,0.625,0,0,1347,3886,74.5513,9254.67
1145,0,58,10,0.65,0,0,1353,3886,74.9855,9358.03
1146,0,58,10,0.675,0,0,404,1682,27.7057,3441
1147,0,58,10,0.7,0,0,358,1566,27.6556,3192.94
1148,0,58,10,0.725,0,0,357,1566,25.902,3198.24
1149,0,58,10,0.75,0,0,358,1508,25.902,3059.04
1150,0,58,10,0.775,0,0,348,1450,23.8979,2949.57
1151,0,58,10,0.8,0,0,350,1450,23.8979,2949.57
1152,0,58,10,0.825,0,0,357,1450,23.3134,2911.35
1153,0,58,10,0.85,0,0,344,1450,23.9647,2923.24
1154,0,58,10,0.875,0,0,329,1392,20.9252,2817.23
1155,0,58,10,0.9,0,0,302,1334,19.7895,2739.8
1156,0,58,10,0.925,0,0,301,1392,20.0233,2826.13
1157,0,58,10,0.95,0,0,287,1334,19.4722,2649.77
1158,0,58,10,0.975,0,0,264,1276,19.2551,2548.7
1159,0,58,10,1,0,0,273,1276,19.1549,2569.34
1160,1,60,10,0.025,25,84,13919,37262,187.571,83582.4
1161,1,60,10,0.05,25,72,10770,28982,162.081,66159.2
1162,1,60,10,0.075,25,55,7399,19468,124.837,45534.4
1163,1,60,10,0.1,26,55,6432,17112,123.134,40451
1164,1,60,10,0.125,25,46,4815,13144,102.609,31333.7
1165,1,60,10,0.15,25,43,4309,12276,97.8655,29071.4
1166,1,60,10,0.175,25,41,3823,10478,94.3416,24901.4
1167,1,60,10,0.2,25,43,3569,9734,97.9323,23130.2
1168,1,60,10,0.225,23,39,2970,8556,88.8638,19686.7
1169,1,60,10,0.25,26,38,3067,8184,87.4275,19415.3
1170,1,60,10,0.275,27,40,2733,7316,91.6027,17386.7
1171,1,60,10,0.3,25,39,2604,7316,89.0141,17331.2
1172,1,60,10,0.325,24,35,2329,6572,80.9142,15364.1
1173,1,60,10,0.35,24,38,2215,6262,87.177,14854.5
1174,1,60,10,0.375,26,39,2096,5952,90.0162,14113.2
1175,1,60,10,0.4,27,39,2069,5952,88.5465,13978.6
1176,1,60,10,0.425,27,39,1965,5704,87.962,13363.5
1177,1,60,10,0.45,26,40,1899,5332,91.4524,12633.8
1178,1,60,10,0.475,24,35,1846,5146,80.3965,12098.2
1179,1,60,10,0.5,26,35,1919,5084,79.3945,12165.5
1180,0,60,10,0.525,0,0,1590,4588,71.495,10905.2
1181,0,60,10,0.55,0,0,905,3038,47.7633,6475.77
1182,0,60,10,0.575,0,0,1523,4402,72.1464,10513.5
1183,0,60,10,0.6,0,0,1480,4278,71.9459,10217.3
1184,0,60,10,0.625,0,0,1404,4154,70.7936,9946.13
1185,0,60,10,0.65,0,0,403,1736,26.3696,3579.3
1186,0,60,10,0.675,0,0,1354,4030,75.403,9714.79
1187,0,60,10,0.7,0,0,1384,4030,75.6869,9672.19
1188,0,60,10,0.725,0,0,372,1612,28.5407,3309.82
1189,0,60,10,0.75,0,0,354,1612,23.8311,3265.24
1190,0,60,10,0.775,0,0,374,1612,26.0189,3291.44
1191,0,60,10,0.8,0,0,357,1550,23.8478,3152.22
1192,0,60,10,0.825,0,0,368,1550,24.0148,3166.03
1193,0,60,10,0.85,0,0,366,1550,24.0148,3166.03
1194,0,60,10,0.875,0,0,343,1488,24.0816,3026.02
1195,0,60,10,0.9,0,0,344,1488,24.0816,3041.7
1196,0,60,10,0.925,0,0,182,930,17.084,1809.25
1197,0,60,10,0.95,0,0,314,1426,19.3887,2869.89
1198,0,60,10,0.975,0,0,389,1426,20.5077,2937.38
1199,0,60,10,1,0,0,322,1426,19.4555,2909.77
1200,1,62,10,0.025,25,84,14450,38464,187.571,86144.6
1201,1,62,10,0.05,25,72,11184,29916,162.081,68168.3
1202,1,62,10,0.075,25,55,7678,20096,124.837,46888.7
1203,1,62,10,0.1,26,55,6679,17664,123.134,41644
1204,1,62,10,0.125,25,46,5002,13568,102.609,32355.8
1205,1,62,10,0.15,25,43,4473,12672,97.8655,30021.6
1206,1,62,10,0.175,25,41,3970,10816,94.3416,25719.2
1207,1,62,10,0.2,25,43,3714,10048,97.9323,23891.8
1208,1,62,10,0.225,23,39,3086,8832,88.8638,20339.1
1209,1,62,10,0.25,26,38,3187,8448,87.4275,20059.1
1210,1,62,10,0.275,27,40,2843,7552,91.6027,17966.1
1211,1,62,10,0.3,25,39,2708,7552,89.0141,17908.8
1212,1,62,10,0.325,24,35,2419,6784,80.9142,15848.8
1213,1,62,10,0.35,24,38,2302,6464,87.177,15323.1
1214,1,62,10,0.375,26,39,2177,6144,90.0162,14558.3
1215,1,62,10,0.4,27,39,2147,6144,88.5465,14419.4
1216,1,62,10,0.425,27,39,2042,5888,87.962,13784.8
1217,1,62,10,0.45,26,40,1972,5504,91.4524,13031.9
